m1,rule1,link,m2,rule2,n1,n2,s1,s2,j
2,smoking heart_failure diabetes,or,1,high_cholesterol drug_use alcohol_use high_rbc,2,2,0.74,0.7333333333333333,0.47333333333333316
2,alcohol_use high_rbc sedentary,or,1,high_cholesterol drug_use smoking heart_failure diabetes,2,2,0.74,0.7333333333333333,0.47333333333333316
2,heart_failure high_rbc,or,1,high_cholesterol drug_use alcohol_use,2,2,0.65,0.8227777777777778,0.47277777777777796
2,alcohol_use diabetes,or,1,high_cholesterol drug_use smoking heart_failure high_rbc,2,2,0.775,0.6977777777777778,0.47277777777777796
2,high_cholesterol high_rbc sedentary,or,1,drug_use heart_failure diabetes,2,2,0.695,0.7777777777777778,0.47277777777777774
2,high_cholesterol drug_use smoking high_rbc,or,1,heart_failure alcohol_use diabetes sedentary,2,2,0.725,0.7477777777777778,0.47277777777777774
2,high_cholesterol smoking sedentary,or,1,drug_use heart_failure alcohol_use diabetes,2,2,0.69,0.7827777777777778,0.47277777777777774
2,smoking heart_failure,or,1,drug_use high_rbc sedentary,2,2,0.745,0.7277777777777777,0.47277777777777774
2,heart_failure sedentary,or,1,drug_use alcohol_use high_rbc,2,2,0.72,0.7527777777777778,0.47277777777777774
2,high_cholesterol heart_failure sedentary,or,1,drug_use alcohol_use diabetes high_rbc,2,2,0.735,0.7377777777777778,0.47277777777777774
2,drug_use smoking,or,1,high_cholesterol heart_failure alcohol_use high_rbc sedentary,2,2,0.765,0.7077777777777777,0.47277777777777774
2,high_cholesterol smoking heart_failure,or,1,drug_use diabetes high_rbc,2,2,0.73,0.7427777777777778,0.47277777777777774
2,high_cholesterol high_rbc sedentary,or,1,drug_use smoking heart_failure alcohol_use,2,2,0.73,0.7427777777777778,0.47277777777777774
2,smoking sedentary,or,1,high_cholesterol heart_failure alcohol_use diabetes high_rbc,2,2,0.75,0.7227777777777777,0.47277777777777774
2,smoking heart_failure sedentary,or,1,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.735,0.7377777777777778,0.47277777777777774
2,alcohol_use diabetes,or,1,high_cholesterol drug_use smoking heart_failure,2,2,0.715,0.7577777777777778,0.47277777777777774
2,drug_use smoking,or,1,heart_failure diabetes high_rbc,2,2,0.735,0.7377777777777778,0.47277777777777774
2,drug_use smoking,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.76,0.7127777777777777,0.47277777777777774
2,heart_failure high_rbc sedentary,or,1,high_cholesterol drug_use smoking alcohol_use,2,2,0.72,0.7527777777777778,0.47277777777777774
2,high_cholesterol diabetes,or,1,drug_use heart_failure alcohol_use high_rbc sedentary,2,2,0.765,0.7077777777777777,0.47277777777777774
2,high_cholesterol smoking,or,1,drug_use heart_failure alcohol_use diabetes,2,2,0.68,0.7922222222222223,0.4722222222222223
2,smoking alcohol_use,or,1,high_cholesterol drug_use high_rbc,2,2,0.72,0.7522222222222222,0.4722222222222223
2,smoking heart_failure,or,1,high_cholesterol high_rbc sedentary,2,2,0.74,0.7322222222222222,0.4722222222222223
2,high_cholesterol smoking heart_failure,or,1,drug_use alcohol_use high_rbc sedentary,2,2,0.75,0.7222222222222222,0.4722222222222223
2,high_cholesterol smoking,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7372222222222222,0.4722222222222223
2,drug_use high_rbc sedentary,or,1,high_cholesterol smoking heart_failure alcohol_use,2,2,0.73,0.7422222222222222,0.4722222222222223
2,heart_failure diabetes,or,1,high_cholesterol drug_use alcohol_use high_rbc sedentary,2,2,0.745,0.7272222222222222,0.4722222222222223
2,drug_use alcohol_use,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.765,0.7072222222222222,0.4722222222222223
2,high_cholesterol smoking heart_failure sedentary,or,1,drug_use alcohol_use diabetes high_rbc,2,2,0.745,0.7272222222222222,0.4722222222222223
2,smoking sedentary,or,1,high_cholesterol alcohol_use high_rbc,2,2,0.715,0.7572222222222222,0.4722222222222223
2,smoking sedentary,or,1,high_cholesterol drug_use alcohol_use high_rbc,2,2,0.73,0.7422222222222222,0.4722222222222223
2,high_cholesterol alcohol_use high_rbc,or,1,drug_use smoking heart_failure diabetes,2,2,0.72,0.7522222222222222,0.4722222222222223
2,drug_use high_rbc,or,1,high_cholesterol heart_failure diabetes,2,2,0.665,0.8072222222222222,0.4722222222222223
2,drug_use high_rbc,or,1,high_cholesterol smoking heart_failure alcohol_use diabetes,2,2,0.72,0.7522222222222222,0.4722222222222223
2,high_cholesterol smoking high_rbc,or,1,drug_use heart_failure sedentary,2,2,0.715,0.7572222222222222,0.4722222222222223
2,drug_use smoking high_rbc,or,1,heart_failure alcohol_use diabetes,2,2,0.685,0.7872222222222223,0.4722222222222223
2,drug_use alcohol_use diabetes,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.765,0.7072222222222222,0.4722222222222223
2,drug_use diabetes high_rbc,or,1,high_cholesterol heart_failure alcohol_use sedentary,2,2,0.705,0.7672222222222222,0.4722222222222223
2,heart_failure sedentary,or,1,high_cholesterol drug_use smoking high_rbc,2,2,0.76,0.7122222222222222,0.4722222222222223
2,high_cholesterol smoking,or,1,drug_use heart_failure alcohol_use diabetes high_rbc,2,2,0.755,0.7172222222222222,0.4722222222222223
2,heart_failure diabetes,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7372222222222222,0.4722222222222223
2,drug_use diabetes,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.7416666666666667,0.4716666666666667
2,high_cholesterol smoking heart_failure,or,1,drug_use alcohol_use high_rbc,2,2,0.73,0.7416666666666667,0.4716666666666667
2,heart_failure diabetes,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.7416666666666667,0.4716666666666667
2,high_cholesterol sedentary,or,1,drug_use smoking heart_failure high_rbc,2,2,0.77,0.7016666666666667,0.4716666666666667
2,high_cholesterol high_rbc,or,1,drug_use heart_failure alcohol_use sedentary,2,2,0.705,0.7666666666666667,0.4716666666666667
2,high_cholesterol diabetes,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7366666666666667,0.4716666666666667
2,smoking heart_failure,or,1,high_cholesterol drug_use diabetes high_rbc sedentary,2,2,0.755,0.7166666666666667,0.4716666666666667
2,high_cholesterol drug_use smoking sedentary,or,1,heart_failure alcohol_use diabetes high_rbc,2,2,0.755,0.7166666666666667,0.4716666666666667
2,high_cholesterol drug_use smoking,or,1,heart_failure alcohol_use high_rbc sedentary,2,2,0.76,0.7116666666666667,0.4716666666666667
2,alcohol_use sedentary,or,1,high_cholesterol drug_use smoking heart_failure high_rbc,2,2,0.775,0.6966666666666667,0.4716666666666667
2,alcohol_use diabetes,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.7416666666666667,0.4716666666666667
2,high_cholesterol drug_use smoking,or,1,heart_failure alcohol_use diabetes high_rbc,2,2,0.745,0.7266666666666667,0.4716666666666667
2,smoking alcohol_use sedentary,or,1,high_cholesterol heart_failure diabetes high_rbc,2,2,0.745,0.7266666666666667,0.4716666666666667
2,high_cholesterol drug_use sedentary,or,1,heart_failure alcohol_use diabetes high_rbc,2,2,0.75,0.7216666666666667,0.4716666666666667
2,high_cholesterol drug_use smoking,or,1,heart_failure high_rbc sedentary,2,2,0.755,0.7166666666666667,0.4716666666666667
2,drug_use smoking heart_failure,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.75,0.7216666666666667,0.4716666666666667
2,high_cholesterol alcohol_use high_rbc,or,1,drug_use heart_failure diabetes sedentary,2,2,0.71,0.7616666666666667,0.4716666666666667
2,high_cholesterol alcohol_use high_rbc sedentary,or,1,drug_use smoking heart_failure diabetes,2,2,0.735,0.7366666666666667,0.4716666666666667
2,smoking diabetes,or,1,drug_use heart_failure alcohol_use high_rbc sedentary,2,2,0.765,0.7066666666666667,0.4716666666666667
2,smoking heart_failure diabetes,or,1,high_cholesterol drug_use alcohol_use high_rbc sedentary,2,2,0.755,0.7166666666666667,0.4716666666666667
2,heart_failure alcohol_use,or,1,high_cholesterol drug_use high_rbc,2,2,0.72,0.7516666666666667,0.4716666666666667
2,drug_use smoking,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.74,0.7316666666666667,0.4716666666666667
2,high_cholesterol alcohol_use diabetes,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7366666666666667,0.4716666666666667
2,high_cholesterol heart_failure sedentary,or,1,drug_use smoking high_rbc,2,2,0.755,0.7161111111111111,0.47111111111111104
2,high_cholesterol smoking,or,1,heart_failure alcohol_use high_rbc,2,2,0.73,0.7411111111111112,0.47111111111111104
2,drug_use diabetes,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.755,0.7161111111111111,0.47111111111111104
2,drug_use diabetes,or,1,high_cholesterol heart_failure alcohol_use high_rbc sedentary,2,2,0.76,0.7111111111111111,0.47111111111111104
2,heart_failure alcohol_use high_rbc,or,1,high_cholesterol drug_use diabetes sedentary,2,2,0.69,0.7811111111111111,0.47111111111111104
2,smoking alcohol_use sedentary,or,1,high_cholesterol drug_use heart_failure diabetes,2,2,0.69,0.7811111111111111,0.47111111111111104
2,smoking diabetes,or,1,high_cholesterol drug_use heart_failure alcohol_use sedentary,2,2,0.71,0.7611111111111111,0.47111111111111104
2,smoking high_rbc,or,1,drug_use heart_failure alcohol_use sedentary,2,2,0.715,0.7561111111111111,0.47111111111111104
2,smoking sedentary,or,1,high_cholesterol diabetes high_rbc,2,2,0.71,0.7611111111111111,0.47111111111111104
2,smoking diabetes,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7361111111111112,0.47111111111111104
2,alcohol_use diabetes,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.755,0.7161111111111111,0.47111111111111104
2,drug_use heart_failure sedentary,or,1,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.73,0.7411111111111112,0.47111111111111104
2,diabetes sedentary,or,1,high_cholesterol drug_use smoking heart_failure high_rbc,2,2,0.775,0.6961111111111111,0.47111111111111104
2,smoking heart_failure,or,1,high_cholesterol drug_use alcohol_use,2,2,0.655,0.8161111111111111,0.47111111111111104
2,alcohol_use sedentary,or,1,high_cholesterol drug_use smoking heart_failure,2,2,0.715,0.7561111111111111,0.47111111111111104
2,drug_use smoking diabetes,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.76,0.7111111111111111,0.47111111111111104
2,high_cholesterol heart_failure,or,1,drug_use alcohol_use high_rbc sedentary,2,2,0.74,0.7311111111111112,0.47111111111111104
2,alcohol_use diabetes high_rbc,or,1,high_cholesterol drug_use smoking heart_failure sedentary,2,2,0.745,0.7261111111111112,0.47111111111111104
2,drug_use smoking diabetes,or,1,high_cholesterol heart_failure alcohol_use high_rbc sedentary,2,2,0.765,0.7061111111111111,0.47111111111111104
2,smoking heart_failure alcohol_use,or,1,high_cholesterol drug_use diabetes high_rbc,2,2,0.74,0.7311111111111112,0.47111111111111104
2,high_cholesterol smoking diabetes,or,1,drug_use heart_failure alcohol_use high_rbc sedentary,2,2,0.765,0.7061111111111111,0.47111111111111104
2,smoking heart_failure,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.745,0.7261111111111112,0.47111111111111104
2,heart_failure alcohol_use sedentary,or,1,high_cholesterol drug_use smoking high_rbc,2,2,0.76,0.7105555555555556,0.4705555555555556
2,high_cholesterol alcohol_use,or,1,drug_use heart_failure diabetes high_rbc sedentary,2,2,0.765,0.7055555555555556,0.4705555555555556
2,high_cholesterol alcohol_use sedentary,or,1,drug_use smoking heart_failure high_rbc,2,2,0.77,0.7005555555555556,0.4705555555555556
2,heart_failure high_rbc,or,1,high_cholesterol drug_use alcohol_use sedentary,2,2,0.685,0.7855555555555556,0.4705555555555556
2,high_cholesterol smoking,or,1,drug_use heart_failure diabetes high_rbc sedentary,2,2,0.765,0.7055555555555556,0.4705555555555556
2,heart_failure diabetes sedentary,or,1,high_cholesterol drug_use smoking high_rbc,2,2,0.76,0.7105555555555556,0.4705555555555556
2,high_cholesterol smoking,or,1,drug_use heart_failure diabetes,2,2,0.67,0.8005555555555556,0.4705555555555556
2,smoking heart_failure,or,1,high_cholesterol diabetes high_rbc,2,2,0.715,0.7555555555555555,0.4705555555555554
2,smoking diabetes,or,1,high_cholesterol drug_use alcohol_use high_rbc sedentary,2,2,0.745,0.7255555555555555,0.4705555555555554
2,smoking high_rbc,or,1,drug_use heart_failure alcohol_use diabetes sedentary,2,2,0.725,0.7455555555555555,0.4705555555555554
2,smoking heart_failure,or,1,high_cholesterol alcohol_use high_rbc,2,2,0.72,0.7505555555555555,0.4705555555555554
2,smoking alcohol_use,or,1,high_cholesterol heart_failure diabetes high_rbc,2,2,0.74,0.7305555555555555,0.4705555555555554
2,high_cholesterol smoking alcohol_use,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7355555555555555,0.4705555555555554
2,high_cholesterol drug_use,or,1,heart_failure diabetes high_rbc,2,2,0.73,0.7405555555555555,0.4705555555555554
2,smoking sedentary,or,1,drug_use heart_failure alcohol_use diabetes high_rbc,2,2,0.755,0.7155555555555555,0.4705555555555554
2,high_cholesterol heart_failure diabetes,or,1,drug_use alcohol_use high_rbc sedentary,2,2,0.74,0.7305555555555555,0.4705555555555554
2,smoking heart_failure alcohol_use,or,1,high_cholesterol drug_use diabetes high_rbc sedentary,2,2,0.755,0.715,0.47
2,drug_use diabetes,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.735,0.735,0.47
2,smoking high_rbc,or,1,high_cholesterol drug_use heart_failure diabetes sedentary,2,2,0.725,0.745,0.47
2,drug_use heart_failure,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.74,0.47
2,smoking alcohol_use,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.74,0.47
2,drug_use smoking diabetes,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.74,0.73,0.47
2,heart_failure sedentary,or,1,high_cholesterol smoking high_rbc,2,2,0.745,0.725,0.47
2,high_cholesterol smoking heart_failure diabetes,or,1,drug_use alcohol_use high_rbc sedentary,2,2,0.75,0.72,0.47
2,high_cholesterol drug_use,or,1,heart_failure high_rbc sedentary,2,2,0.75,0.72,0.47
2,drug_use smoking alcohol_use,or,1,heart_failure high_rbc sedentary,2,2,0.755,0.715,0.47
2,high_cholesterol sedentary,or,1,drug_use smoking heart_failure alcohol_use,2,2,0.71,0.76,0.47
2,drug_use alcohol_use high_rbc,or,1,high_cholesterol heart_failure diabetes sedentary,2,2,0.705,0.765,0.47
2,smoking alcohol_use,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.755,0.715,0.47
2,high_cholesterol smoking heart_failure,or,1,drug_use diabetes high_rbc sedentary,2,2,0.75,0.72,0.47
2,heart_failure diabetes,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.735,0.735,0.47
2,drug_use alcohol_use sedentary,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.77,0.7,0.47
2,heart_failure alcohol_use,or,1,high_cholesterol drug_use diabetes high_rbc sedentary,2,2,0.745,0.725,0.47
2,smoking diabetes,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.74,0.47
2,alcohol_use sedentary,or,1,high_cholesterol drug_use high_rbc,2,2,0.72,0.75,0.47
2,high_cholesterol drug_use,or,1,heart_failure alcohol_use high_rbc sedentary,2,2,0.755,0.715,0.47
2,alcohol_use diabetes sedentary,or,1,high_cholesterol drug_use smoking heart_failure high_rbc,2,2,0.775,0.695,0.47
2,alcohol_use sedentary,or,1,high_cholesterol heart_failure diabetes high_rbc,2,2,0.74,0.73,0.47
2,heart_failure alcohol_use,or,1,high_cholesterol high_rbc sedentary,2,2,0.73,0.74,0.47
2,smoking diabetes,or,1,high_cholesterol heart_failure alcohol_use high_rbc sedentary,2,2,0.76,0.7094444444444444,0.46944444444444455
2,smoking heart_failure high_rbc,or,1,high_cholesterol drug_use diabetes sedentary,2,2,0.71,0.7594444444444445,0.46944444444444455
2,high_cholesterol high_rbc,or,1,drug_use smoking heart_failure,2,2,0.705,0.7644444444444445,0.46944444444444455
2,diabetes high_rbc,or,1,high_cholesterol drug_use heart_failure sedentary,2,2,0.705,0.7644444444444445,0.46944444444444455
2,high_cholesterol heart_failure,or,1,drug_use diabetes high_rbc sedentary,2,2,0.74,0.7294444444444445,0.46944444444444455
2,alcohol_use diabetes,or,1,drug_use smoking heart_failure high_rbc,2,2,0.765,0.7044444444444444,0.46944444444444455
2,high_cholesterol heart_failure high_rbc,or,1,drug_use alcohol_use sedentary,2,2,0.68,0.7894444444444444,0.46944444444444455
2,heart_failure diabetes high_rbc,or,1,high_cholesterol drug_use smoking alcohol_use,2,2,0.705,0.7644444444444445,0.46944444444444455
2,high_cholesterol alcohol_use,or,1,drug_use smoking heart_failure high_rbc,2,2,0.765,0.7044444444444444,0.46944444444444455
2,high_cholesterol diabetes sedentary,or,1,drug_use smoking heart_failure high_rbc,2,2,0.77,0.6994444444444444,0.46944444444444455
2,high_cholesterol smoking alcohol_use,or,1,drug_use heart_failure diabetes high_rbc sedentary,2,2,0.765,0.7044444444444444,0.46944444444444455
2,high_cholesterol alcohol_use diabetes high_rbc,or,1,drug_use smoking heart_failure sedentary,2,2,0.74,0.7294444444444445,0.46944444444444455
2,high_cholesterol smoking diabetes,or,1,drug_use high_rbc sedentary,2,2,0.735,0.7344444444444445,0.46944444444444455
2,drug_use high_rbc,or,1,high_cholesterol heart_failure alcohol_use sedentary,2,2,0.7,0.7694444444444445,0.46944444444444455
2,high_cholesterol sedentary,or,1,drug_use heart_failure alcohol_use,2,2,0.665,0.8044444444444444,0.46944444444444455
2,smoking alcohol_use,or,1,high_cholesterol drug_use diabetes high_rbc sedentary,2,2,0.745,0.7244444444444444,0.46944444444444455
2,smoking alcohol_use,or,1,drug_use heart_failure diabetes high_rbc sedentary,2,2,0.765,0.7044444444444444,0.46944444444444455
2,high_cholesterol drug_use diabetes,or,1,heart_failure high_rbc sedentary,2,2,0.75,0.7194444444444444,0.46944444444444455
2,heart_failure high_rbc sedentary,or,1,high_cholesterol drug_use smoking alcohol_use diabetes,2,2,0.725,0.7444444444444445,0.46944444444444455
2,high_cholesterol drug_use diabetes,or,1,heart_failure alcohol_use high_rbc sedentary,2,2,0.755,0.7144444444444444,0.46944444444444455
2,drug_use smoking,or,1,heart_failure alcohol_use diabetes high_rbc,2,2,0.74,0.7294444444444445,0.46944444444444455
2,high_cholesterol drug_use smoking diabetes,or,1,heart_failure alcohol_use high_rbc sedentary,2,2,0.76,0.7094444444444444,0.46944444444444455
2,drug_use smoking alcohol_use,or,1,high_cholesterol heart_failure diabetes high_rbc sedentary,2,2,0.765,0.7044444444444444,0.46944444444444455
2,smoking diabetes,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.755,0.7144444444444444,0.46944444444444455
2,smoking heart_failure diabetes,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.745,0.7244444444444444,0.46944444444444455
2,drug_use alcohol_use,or,1,high_cholesterol heart_failure diabetes high_rbc sedentary,2,2,0.76,0.7088888888888889,0.4688888888888889
2,heart_failure high_rbc,or,1,high_cholesterol drug_use smoking alcohol_use,2,2,0.7,0.7688888888888888,0.4688888888888889
2,diabetes high_rbc sedentary,or,1,high_cholesterol drug_use smoking heart_failure,2,2,0.73,0.7388888888888889,0.4688888888888889
2,drug_use alcohol_use,or,1,high_cholesterol diabetes high_rbc sedentary,2,2,0.735,0.7338888888888889,0.4688888888888889
2,smoking diabetes sedentary,or,1,high_cholesterol drug_use alcohol_use high_rbc,2,2,0.73,0.7388888888888889,0.4688888888888889
2,diabetes sedentary,or,1,high_cholesterol drug_use smoking heart_failure,2,2,0.715,0.7538888888888889,0.4688888888888889
2,drug_use heart_failure,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.735,0.7338888888888889,0.4688888888888889
2,drug_use heart_failure diabetes,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.735,0.7338888888888889,0.4688888888888889
2,drug_use high_rbc,or,1,high_cholesterol smoking heart_failure,2,2,0.7,0.7688888888888888,0.4688888888888889
2,high_cholesterol diabetes high_rbc,or,1,drug_use smoking heart_failure,2,2,0.71,0.7588888888888888,0.4688888888888889
2,high_cholesterol drug_use alcohol_use,or,1,smoking heart_failure high_rbc,2,2,0.755,0.7138888888888889,0.4688888888888889
2,alcohol_use diabetes,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.76,0.7088888888888889,0.4688888888888889
2,high_cholesterol diabetes sedentary,or,1,drug_use smoking heart_failure alcohol_use,2,2,0.715,0.7538888888888889,0.4688888888888889
2,heart_failure sedentary,or,1,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.72,0.7488888888888889,0.4688888888888889
2,drug_use high_rbc sedentary,or,1,high_cholesterol smoking heart_failure alcohol_use diabetes,2,2,0.735,0.7338888888888889,0.4688888888888889
2,high_cholesterol high_rbc sedentary,or,1,drug_use smoking heart_failure alcohol_use diabetes,2,2,0.735,0.7338888888888889,0.4688888888888889
2,drug_use smoking alcohol_use,or,1,high_cholesterol diabetes high_rbc sedentary,2,2,0.74,0.7288888888888889,0.4688888888888889
2,drug_use diabetes,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.76,0.7088888888888889,0.4688888888888889
2,alcohol_use high_rbc,or,1,drug_use smoking heart_failure,2,2,0.7,0.7683333333333333,0.46833333333333327
2,smoking heart_failure,or,1,drug_use alcohol_use high_rbc sedentary,2,2,0.745,0.7233333333333334,0.46833333333333327
2,alcohol_use high_rbc,or,1,high_cholesterol drug_use smoking heart_failure sedentary,2,2,0.74,0.7283333333333334,0.46833333333333327
2,high_cholesterol smoking sedentary,or,1,drug_use heart_failure diabetes,2,2,0.68,0.7883333333333333,0.46833333333333327
2,smoking alcohol_use diabetes,or,1,high_cholesterol heart_failure high_rbc sedentary,2,2,0.755,0.7133333333333334,0.46833333333333327
2,high_cholesterol high_rbc,or,1,drug_use smoking heart_failure alcohol_use diabetes,2,2,0.72,0.7483333333333333,0.46833333333333327
2,high_cholesterol smoking heart_failure alcohol_use,or,1,drug_use diabetes high_rbc sedentary,2,2,0.75,0.7183333333333334,0.46833333333333327
2,drug_use alcohol_use,or,1,high_cholesterol smoking high_rbc,2,2,0.74,0.7283333333333334,0.46833333333333327
2,high_cholesterol heart_failure alcohol_use,or,1,drug_use diabetes high_rbc sedentary,2,2,0.74,0.7283333333333334,0.46833333333333327
2,alcohol_use sedentary,or,1,drug_use smoking heart_failure high_rbc,2,2,0.765,0.7033333333333334,0.46833333333333327
2,alcohol_use diabetes,or,1,drug_use high_rbc sedentary,2,2,0.73,0.7383333333333333,0.46833333333333327
2,high_cholesterol alcohol_use diabetes sedentary,or,1,drug_use smoking heart_failure high_rbc,2,2,0.77,0.6983333333333334,0.46833333333333327
2,high_cholesterol smoking sedentary,or,1,heart_failure diabetes high_rbc,2,2,0.735,0.7333333333333333,0.46833333333333327
2,high_cholesterol alcohol_use diabetes,or,1,drug_use smoking heart_failure high_rbc,2,2,0.765,0.7033333333333334,0.46833333333333327
2,drug_use diabetes,or,1,high_cholesterol smoking heart_failure alcohol_use high_rbc,2,2,0.765,0.7033333333333334,0.46833333333333327
2,high_cholesterol drug_use high_rbc,or,1,heart_failure alcohol_use sedentary,2,2,0.695,0.7733333333333333,0.46833333333333327
2,diabetes high_rbc,or,1,drug_use smoking heart_failure alcohol_use,2,2,0.71,0.7583333333333333,0.46833333333333327
2,smoking diabetes,or,1,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.735,0.7333333333333333,0.46833333333333327
2,heart_failure sedentary,or,1,high_cholesterol smoking alcohol_use high_rbc,2,2,0.75,0.7183333333333334,0.46833333333333327
2,drug_use smoking,or,1,high_cholesterol diabetes high_rbc,2,2,0.705,0.7633333333333333,0.46833333333333327
2,high_cholesterol diabetes,or,1,drug_use smoking heart_failure high_rbc,2,2,0.765,0.7033333333333334,0.46833333333333327
2,high_cholesterol alcohol_use,or,1,drug_use high_rbc sedentary,2,2,0.73,0.7383333333333333,0.46833333333333327
2,drug_use sedentary,or,1,heart_failure high_rbc,2,2,0.725,0.7433333333333333,0.46833333333333327
2,high_cholesterol smoking high_rbc,or,1,drug_use heart_failure diabetes sedentary,2,2,0.72,0.7483333333333333,0.46833333333333327
2,heart_failure high_rbc,or,1,high_cholesterol drug_use diabetes,2,2,0.645,0.8227777777777778,0.46777777777777785
2,high_cholesterol sedentary,or,1,drug_use smoking heart_failure alcohol_use high_rbc,2,2,0.77,0.6977777777777778,0.46777777777777785
2,high_cholesterol high_rbc,or,1,drug_use heart_failure alcohol_use diabetes sedentary,2,2,0.71,0.7577777777777778,0.4677777777777776
2,high_cholesterol drug_use smoking alcohol_use,or,1,heart_failure diabetes high_rbc sedentary,2,2,0.76,0.7077777777777777,0.4677777777777776
2,high_cholesterol sedentary,or,1,drug_use high_rbc,2,2,0.705,0.7627777777777778,0.4677777777777776
2,high_cholesterol diabetes,or,1,drug_use high_rbc,2,2,0.7,0.7677777777777778,0.4677777777777776
2,high_cholesterol smoking diabetes,or,1,heart_failure alcohol_use high_rbc,2,2,0.73,0.7377777777777778,0.4677777777777776
2,high_rbc sedentary,or,1,high_cholesterol drug_use smoking heart_failure,2,2,0.725,0.7427777777777778,0.4677777777777776
2,high_cholesterol drug_use high_rbc,or,1,smoking heart_failure alcohol_use diabetes,2,2,0.71,0.7577777777777778,0.4677777777777776
2,high_cholesterol diabetes high_rbc,or,1,drug_use heart_failure sedentary,2,2,0.7,0.7677777777777778,0.4677777777777776
2,heart_failure sedentary,or,1,drug_use alcohol_use diabetes high_rbc,2,2,0.725,0.7427777777777778,0.4677777777777776
2,heart_failure sedentary,or,1,high_cholesterol drug_use smoking alcohol_use high_rbc,2,2,0.76,0.7077777777777777,0.4677777777777776
2,high_cholesterol drug_use heart_failure,or,1,alcohol_use high_rbc sedentary,2,2,0.73,0.7377777777777778,0.4677777777777776
2,high_cholesterol heart_failure high_rbc sedentary,or,1,drug_use smoking alcohol_use diabetes,2,2,0.72,0.7477777777777778,0.4677777777777776
2,smoking alcohol_use sedentary,or,1,high_cholesterol drug_use diabetes high_rbc,2,2,0.73,0.7377777777777778,0.4677777777777776
2,high_cholesterol diabetes sedentary,or,1,drug_use heart_failure alcohol_use,2,2,0.67,0.7972222222222223,0.4672222222222224
2,alcohol_use sedentary,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.76,0.7072222222222222,0.4672222222222222
2,high_cholesterol drug_use high_rbc sedentary,or,1,smoking heart_failure alcohol_use diabetes,2,2,0.73,0.7372222222222222,0.4672222222222222
2,heart_failure diabetes,or,1,drug_use alcohol_use high_rbc sedentary,2,2,0.735,0.7322222222222222,0.4672222222222222
2,drug_use smoking,or,1,heart_failure high_rbc sedentary,2,2,0.75,0.7172222222222222,0.4672222222222222
2,high_cholesterol sedentary,or,1,drug_use smoking heart_failure alcohol_use diabetes,2,2,0.72,0.7472222222222222,0.4672222222222222
2,high_cholesterol drug_use alcohol_use,or,1,heart_failure diabetes high_rbc sedentary,2,2,0.755,0.7122222222222222,0.4672222222222222
2,drug_use smoking,or,1,heart_failure alcohol_use high_rbc sedentary,2,2,0.755,0.7122222222222222,0.4672222222222222
2,diabetes sedentary,or,1,drug_use smoking heart_failure high_rbc,2,2,0.765,0.7022222222222222,0.4672222222222222
2,drug_use smoking,or,1,high_cholesterol diabetes high_rbc sedentary,2,2,0.735,0.7322222222222222,0.4672222222222222
2,diabetes high_rbc sedentary,or,1,drug_use smoking heart_failure alcohol_use,2,2,0.725,0.7422222222222222,0.4672222222222222
2,diabetes sedentary,or,1,high_cholesterol smoking heart_failure high_rbc,2,2,0.76,0.7072222222222222,0.4672222222222222
